#input_bin	[u|k]_[S|G|F]GBid:taxa_level:taxonomy:avg_dist	top_hit_sp	top_hit_genome
1082-823	kSGB_50618:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50618:0.184912	Streptococcus_pneumoniae	SGB50618
1094-834	kSGB_1506:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium_KA00344|t__SGB1506:0.256381	Bacteroidales_bacterium_KA00344	SGB1506
1011-75	uSGB_975:Genus:k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_SGB975|t__SGB975:0.05237225	Atopobium_SGB975	SGB975
1093-833	kSGB_50617:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50617:0.174771	Streptococcus_pneumoniae	SGB50617
1070-812	kSGB_6647:Species:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellia_unclassified|f__Tissierellia_unclassified|g__Tissierellia_unclassified|s__Tissierellia_bacterium_KA00581|t__SGB6647:0.25854200000000005	Tissierellia_bacterium_KA00581	SGB6647
1095-835	kSGB_50616:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50616:0.162866	Streptococcus_pneumoniae	SGB50616
1096-836	uSGB_6017:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6017|t__SGB6017:0.339586	Fusobacterium_SGB6017	SGB6017
1098-838	kSGB_1561:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_nigrescens|t__SGB1561:0.3322724666666666	Prevotella_nigrescens	SGB1561
1097-837	uSGB_54383:Family:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__GGB38479|s__GGB38479_SGB54383|t__SGB54383:0.295981	GGB38479_SGB54383	SGB54383
1099-839	uSGB_44250:Other:k__Bacteria|p__Firmicutes|c__CFGB10173|o__OFGB10173|f__FGB10173|g__GGB30994|s__GGB30994_SGB44250|t__SGB44250:0.405585	GGB30994_SGB44250	SGB44250
1101-840	uSGB_6003:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6003|t__SGB6003:0.260703	Fusobacterium_SGB6003	SGB6003
1075-817	uSGB_18240:Other:k__Bacteria|p__Proteobacteria|c__CFGB3687|o__OFGB3687|f__FGB3687|g__GGB11512|s__GGB11512_SGB18240|t__SGB18240:0.405585	GGB11512_SGB18240	SGB18240
1102-841	kSGB_1556:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_fusca|t__SGB1556:0.306598	Prevotella_fusca	SGB1556
1105-844	uSGB_4488:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_SGB4488|t__SGB4488:0.263022	Lachnoanaerobaculum_SGB4488	SGB4488
1107-846	uSGB_26058:Other:k__Bacteria|p__Proteobacteria|c__CFGB5911|o__OFGB5911|f__FGB5911|g__GGB17444|s__GGB17444_SGB26058|t__SGB26058:0.405585	GGB17444_SGB26058	SGB26058
1104-843	kSGB_1485:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_rava|t__SGB1485:0.312952	Alloprevotella_rava	SGB1485
1112-850	uSGB_14019:Other:k__Bacteria|p__Firmicutes|c__CFGB2839|o__OFGB2839|f__FGB2839|g__GGB9090|s__GGB9090_SGB14019|t__SGB14019:0.405585	GGB9090_SGB14019	SGB14019
1110-849	uSGB_1980:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Porphyromonas|s__Porphyromonas_SGB1980|t__SGB1980:0.85139625	Porphyromonas_SGB1980	SGB1980
1118-856	kSGB_8025:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_intermedius|t__SGB8025:0.34087564102564105	Streptococcus_intermedius	SGB8025
1103-842	kSGB_29501:Species:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Anaerococcus|s__Anaerococcus_prevotii|t__SGB29501:0.2060245	Anaerococcus_prevotii	SGB29501
1115-853	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.346433	Treponema_denticola	SGB3612
1108-847	uSGB_20388:Other:k__Bacteria|p__Bacteroidetes|c__CFGB4488|o__OFGB4488|f__FGB4488|g__GGB13174|s__GGB13174_SGB20388|t__SGB20388:0.405585	GGB13174_SGB20388	SGB20388
1117-855	uSGB_5273:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Oribacterium|s__Oribacterium_SGB5273|t__SGB5273:0.28571250000000004	Oribacterium_SGB5273	SGB5273
1114-852	uSGB_47799:Genus:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Comamonadaceae|g__Pelomonas|s__Pelomonas_SGB47799|t__SGB47799:0.258493	Pelomonas_SGB47799	SGB47799
1116-854	uSGB_4492:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_SGB4492|t__SGB4492:0.306598	Lachnoanaerobaculum_SGB4492	SGB4492
1120-858	kSGB_5898:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_sputigena|t__SGB5898:0.925698125	Selenomonas_sputigena	SGB5898
1109-848	uSGB_3605:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3605|t__SGB3605:0.328965	Treponema_SGB3605	SGB3605
1113-851	kSGB_50617:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50617:0.168636	Streptococcus_pneumoniae	SGB50617
1119-857	uSGB_37729:Other:k__Bacteria|p__Proteobacteria|c__CFGB8453|o__OFGB8453|f__FGB8453|g__GGB25750|s__GGB25750_SGB37729|t__SGB37729:0.405585	GGB25750_SGB37729	SGB37729
1124-861	kSGB_1560:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia|t__SGB1560:0.339716671875	Prevotella_intermedia	SGB1560
1121-859	kSGB_13178:Species:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Betaproteobacteria_unclassified|f__Betaproteobacteria_unclassified|g__Betaproteobacteria_unclassified|s__Betaproteobacteria_bacterium_GR16_43|t__SGB13178:0.405585	Betaproteobacteria_bacterium_GR16_43	SGB13178
1126-863	kSGB_50408:Species:k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Cyanobacteria_unclassified|f__Cyanobacteria_unclassified|g__Cyanobacteria_unclassified|s__cyanobacterium_G8_9|t__SGB50408:0.250557	cyanobacterium_G8_9	SGB50408
1074-816	kSGB_10724:Species:k__Bacteria|p__Proteobacteria|c__Alphaproteobacteria|o__Rhodobacterales|f__Rhodobacteraceae|g__Paracoccus|s__Paracoccus_sp_J56|t__SGB10724:0.405585	Paracoccus_sp_J56	SGB10724
1106-845	uSGB_47159:Family:k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales|f__Burkholderiaceae|g__GGB35709|s__GGB35709_SGB47159|t__SGB47159:0.239237	GGB35709_SGB47159	SGB47159
1123-860	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.2984875	Treponema_denticola	SGB3612
1125-862	kSGB_3323:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_marshii|t__SGB3323:0.287309	Prevotella_marshii	SGB3323
1127-864	uSGB_4492:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoanaerobaculum|s__Lachnoanaerobaculum_SGB4492|t__SGB4492:0.26546	Lachnoanaerobaculum_SGB4492	SGB4492
1128-865	uSGB_3946:Other:k__Bacteria|p__Firmicutes|c__CFGB1207|o__OFGB1207|f__FGB1207|g__GGB2964|s__GGB2964_SGB3946|t__SGB3946:0.372583	GGB2964_SGB3946	SGB3946
1132-869	kSGB_6654:Species:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Parvimonas|s__Parvimonas_sp_oral_taxon_110|t__SGB6654:0.320287	Parvimonas_sp_oral_taxon_110	SGB6654
1129-866	uSGB_6059:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_SGB6059|t__SGB6059:0.35109799999999997	Leptotrichia_SGB6059	SGB6059
1131-868	kSGB_6631:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Johnsonella|s__Johnsonella_ignava|t__SGB6631:0.328965	Johnsonella_ignava	SGB6631
1136-872	uSGB_6948:Genus:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_SGB6948|t__SGB6948:0.248764	Veillonella_SGB6948	SGB6948
1135-871	uSGB_6695:Genus:k__Bacteria|p__Firmicutes|c__Tissierellia|o__Tissierellales|f__Peptoniphilaceae|g__Peptoniphilus|s__Peptoniphilus_SGB6695|t__SGB6695:0.2962205	Peptoniphilus_SGB6695	SGB6695
1137-873	uSGB_47175:Other:k__Bacteria|p__Firmicutes|c__CFGB13851|o__OFGB13851|f__FGB13851|g__GGB37987|s__GGB37987_SGB47175|t__SGB47175:0.273629	GGB37987_SGB47175	SGB47175
1143-879	uSGB_47587:Other:k__Bacteria|p__Firmicutes|c__CFGB13675|o__OFGB13675|f__FGB13675|g__GGB37629|s__GGB37629_SGB47587|t__SGB47587:0.328965	GGB37629_SGB47587	SGB47587
1134-870	kSGB_1547:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_F0091|t__SGB1547:0.3166195	Prevotella_sp_F0091	SGB1547
1044-78	kSGB_5268:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_naviforme|t__SGB5268:0.25199	Fusobacterium_naviforme	SGB5268
1138-874	uSGB_44129:Other:k__Bacteria|p__Proteobacteria|c__CFGB8050|o__OFGB8050|f__FGB8050|g__GGB30898|s__GGB30898_SGB44129|t__SGB44129:0.405585	GGB30898_SGB44129	SGB44129
1139-875	kSGB_19381:Species:k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales|f__Helicobacteraceae|g__Helicobacter|s__Helicobacter_cetorum|t__SGB19381:0.339586	Helicobacter_cetorum	SGB19381
1130-867	kSGB_46450:Species:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Mycobacteriaceae|g__Mycobacterium|s__Mycobacterium_tuberculosis|t__SGB46450:0.381168	Mycobacterium_tuberculosis	SGB46450
1142-878	kSGB_1506:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Bacteroidales_unclassified|s__Bacteroidales_bacterium_KA00344|t__SGB1506:0.243761	Bacteroidales_bacterium_KA00344	SGB1506
1140-876	kSGB_1560:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_intermedia|t__SGB1560:0.32986418749999996	Prevotella_intermedia	SGB1560
1141-877	uSGB_4475:Other:k__Bacteria|p__Firmicutes|c__CFGB1394|o__OFGB1394|f__FGB1394|g__GGB3387|s__GGB3387_SGB4475|t__SGB4475:0.291447	GGB3387_SGB4475	SGB4475
1145-880	uSGB_6071:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Leptotrichiaceae|g__Leptotrichia|s__Leptotrichia_SGB6071|t__SGB6071:0.312952	Leptotrichia_SGB6071	SGB6071
1122-85	uSGB_47144:Other:k__Bacteria|p__Firmicutes|c__CFGB10794|o__OFGB10794|f__FGB10794|g__GGB32577|s__GGB32577_SGB47144|t__SGB47144:0.105187	GGB32577_SGB47144	SGB47144
1146-881	uSGB_1552:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_SGB1552|t__SGB1552:0.306598	Prevotella_SGB1552	SGB1552
1151-886	kSGB_6820:Species:k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Bulleidia|s__Bulleidia_extructa|t__SGB6820:0.2930192	Bulleidia_extructa	SGB6820
1147-882	uSGB_48492:Genus:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Microbacteriaceae|g__Agromyces|s__Agromyces_SGB48492|t__SGB48492:0.306598	Agromyces_SGB48492	SGB48492
1150-885	uSGB_16993:Family:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Micrococcales|f__Micrococcaceae|g__GGB10489|s__GGB10489_SGB16993|t__SGB16993:0.405585	GGB10489_SGB16993	SGB16993
1149-884	kSGB_4082:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Pseudoramibacter|s__Pseudoramibacter_alactolyticus|t__SGB4082:0.372583	Pseudoramibacter_alactolyticus	SGB4082
1078-81	kSGB_987:Species:k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Atopobiaceae|g__Atopobium|s__Atopobium_minutum|t__SGB987:0.013929457142857144	Atopobium_minutum	SGB987
1154-889	kSGB_1533:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_baroniae|t__SGB1533:0.30441199999999996	Prevotella_baroniae	SGB1533
1148-883	uSGB_48537:Genus:k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__Prochlorococcus|s__Prochlorococcus_SGB48537|t__SGB48537:0.300994	Prochlorococcus_SGB48537	SGB48537
1152-887	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.312952	Metaprevotella_massiliensis	SGB27874
1156-890	uSGB_7306:Genus:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_SGB7306|t__SGB7306:0.306598	Gemella_SGB7306	SGB7306
944-69	uSGB_5896:Genus:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae|g__Selenomonas|s__Selenomonas_SGB5896|t__SGB5896:0.0259286	Selenomonas_SGB5896	SGB5896
1153-888	kSGB_29027:Species:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_canifelinum|t__SGB29027:0.35328	Fusobacterium_canifelinum	SGB29027
1158-892	uSGB_47144:Other:k__Bacteria|p__Firmicutes|c__CFGB10794|o__OFGB10794|f__FGB10794|g__GGB32577|s__GGB32577_SGB47144|t__SGB47144:0.231311	GGB32577_SGB47144	SGB47144
1157-891	uSGB_7307:Genus:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_SGB7307|t__SGB7307:0.256381	Gemella_SGB7307	SGB7307
967-71	uSGB_17521:Family:k__Bacteria|p__Synergistetes|c__Synergistia|o__Synergistales|f__Synergistaceae|g__GGB10852|s__GGB10852_SGB17521|t__SGB17521:0.0407067	GGB10852_SGB17521	SGB17521
1159-893	uSGB_2522:Family:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB1843|s__GGB1843_SGB2522|t__SGB2522:0.279978	GGB1843_SGB2522	SGB2522
1164-898	uSGB_21929:Other:k__Bacteria|p__Candidatus_Atribacteria|c__CFGB5004|o__OFGB5004|f__FGB5004|g__GGB14415|s__GGB14415_SGB21929|t__SGB21929:0.4055849999999999	GGB14415_SGB21929	SGB21929
1162-896	kSGB_17029:Species:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Corynebacteriales|f__Corynebacteriaceae|g__Corynebacterium|s__Corynebacterium_pyruviciproducens|t__SGB17029:0.405585	Corynebacterium_pyruviciproducens	SGB17029
1169-901	kSGB_7038:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_gasseri|t__SGB7038:0.35499840000000005	Lactobacillus_gasseri	SGB7038
1173-905	kSGB_50616:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_pneumoniae|t__SGB50616:0.203164	Streptococcus_pneumoniae	SGB50616
1170-902	kSGB_29468:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Lachnoclostridium_sp_Marseille_P6806|t__SGB29468:0.328965	Lachnoclostridium_sp_Marseille_P6806	SGB29468
1160-894	uSGB_17929:Other:k__Bacteria|p__Proteobacteria|c__CFGB3490|o__OFGB3490|f__FGB3490|g__GGB11214|s__GGB11214_SGB17929|t__SGB17929:0.405585	GGB11214_SGB17929	SGB17929
1161-895	uSGB_20474:Other:k__Bacteria|p__Firmicutes|c__CFGB4529|o__OFGB4529|f__FGB4529|g__GGB13245|s__GGB13245_SGB20474|t__SGB20474:0.405585	GGB13245_SGB20474	SGB20474
1175-907	kSGB_27874:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Metaprevotella|s__Metaprevotella_massiliensis|t__SGB27874:0.270747	Metaprevotella_massiliensis	SGB27874
1165-899	uSGB_5112:Genus:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_SGB5112|t__SGB5112:0.7027924999999998	Clostridium_SGB5112	SGB5112
1172-904	uSGB_6013:Genus:k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales|f__Fusobacteriaceae|g__Fusobacterium|s__Fusobacterium_SGB6013|t__SGB6013:0.35058966666666663	Fusobacterium_SGB6013	SGB6013
1163-897	kSGB_10245:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Yersiniaceae|g__Yersiniaceae_unclassified|s__Yersiniaceae_bacterium_2015Iso6|t__SGB10245:0.405585	Yersiniaceae_bacterium_2015Iso6	SGB10245
1166-89	uSGB_18215:Other:k__Bacteria|p__Actinobacteria|c__CFGB3669|o__OFGB3669|f__FGB3669|g__GGB11487|s__GGB11487_SGB18215|t__SGB18215:0.405585	GGB11487_SGB18215	SGB18215
1168-900	uSGB_20492:Other:k__Bacteria|p__Firmicutes|c__CFGB1479|o__OFGB1479|f__FGB1479|g__GGB13261|s__GGB13261_SGB20492|t__SGB20492:0.405585	GGB13261_SGB20492	SGB20492
1177-909	kSGB_24947:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_500|t__SGB24947:0.339586	Lachnospiraceae_bacterium_oral_taxon_500	SGB24947
1176-908	kSGB_7245:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_nantensis|t__SGB7245:0.405585	Lactobacillus_nantensis	SGB7245
1174-906	kSGB_6942:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6942:0.328965	Veillonella_parvula	SGB6942
1179-910	uSGB_3603:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3603|t__SGB3603:0.7027924999999999	Treponema_SGB3603	SGB3603
1181-912	kSGB_1547:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_F0091|t__SGB1547:0.37943249999999995	Prevotella_sp_F0091	SGB1547
1182-913	kSGB_3612:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_denticola|t__SGB3612:0.328965	Treponema_denticola	SGB3612
1171-903	kSGB_6942:Species:k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales|f__Veillonellaceae|g__Veillonella|s__Veillonella_parvula|t__SGB6942:0.174408	Veillonella_parvula	SGB6942
1180-911	uSGB_1:Other:k__Bacteria|p__Firmicutes|c__CFGB1|o__OFGB1|f__FGB1|g__GGB1|s__GGB1_SGB1|t__SGB1:1.0	GGB1_SGB1	SGB1
1185-916	kSGB_2052:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidales_unclassified|g__Phocaeicola|s__Phocaeicola_abscessus|t__SGB2052:0.317842	Phocaeicola_abscessus	SGB2052
1184-915	uSGB_48293:Family:k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__GGB34027|s__GGB34027_SGB48293|t__SGB48293:0.273629	GGB34027_SGB48293	SGB48293
1183-914	uSGB_22368:Family:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Alteromonadales|f__Colwelliaceae|g__GGB14804|s__GGB14804_SGB22368|t__SGB22368:0.405585	GGB14804_SGB22368	SGB22368
1055-79	kSGB_1554:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_melaninogenica|t__SGB1554:0.04868083636363636	Prevotella_melaninogenica	SGB1554
1188-919	uSGB_3615:Genus:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_SGB3615|t__SGB3615:0.339586	Treponema_SGB3615	SGB3615
1186-917	kSGB_1485:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Alloprevotella|s__Alloprevotella_rava|t__SGB1485:0.328965	Alloprevotella_rava	SGB1485
1187-918	uSGB_6831:Genus:k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae|g__Solobacterium|s__Solobacterium_SGB6831|t__SGB6831:0.30379599999999995	Solobacterium_SGB6831	SGB6831
1194-924	uSGB_2324:Family:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__GGB1691|s__GGB1691_SGB2324|t__SGB2324:0.405585	GGB1691_SGB2324	SGB2324
1033-77	kSGB_3583:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_socranskii|t__SGB3583:0.059489	Treponema_socranskii	SGB3583
1193-923	uSGB_2733:Family:k__Bacteria|p__Bacteroidetes|c__Flavobacteriia|o__Flavobacteriales|f__Flavobacteriaceae|g__GGB1986|s__GGB1986_SGB2733|t__SGB2733:0.405585	GGB1986_SGB2733	SGB2733
1196-926	uSGB_14062:Other:k__Bacteria|p__Firmicutes|c__CFGB2856|o__OFGB2856|f__FGB2856|g__GGB9129|s__GGB9129_SGB14062|t__SGB14062:0.405585	GGB9129_SGB14062	SGB14062
1190-920	uSGB_47209:Family:k__Bacteria|p__Cyanobacteria|c__Cyanobacteria_unclassified|o__Synechococcales|f__Prochloraceae|g__GGB39004|s__GGB39004_SGB47209|t__SGB47209:0.250557	GGB39004_SGB47209	SGB47209
1056-7	uSGB_1315:Other:k__Bacteria|p__Candidatus_Saccharibacteria|c__CFGB494|o__OFGB494|f__FGB494|g__GGB1022|s__GGB1022_SGB1315|t__SGB1315:0.02620711428571429	GGB1022_SGB1315	SGB1315
1191-921	uSGB_3599:Other:k__Bacteria|p__Firmicutes|c__CFGB1021|o__OFGB1021|f__FGB1021|g__GGB2671|s__GGB2671_SGB3599|t__SGB3599:0.35328	GGB2671_SGB3599	SGB3599
1195-925	uSGB_1876:Genus:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae|g__Bacteroides|s__Bacteroides_SGB1876|t__SGB1876:0.405585	Bacteroides_SGB1876	SGB1876
1192-922	uSGB_48528:Other:k__Bacteria|p__Bacteroidetes|c__CFGB13373|o__OFGB13373|f__FGB13373|g__GGB37131|s__GGB37131_SGB48528|t__SGB48528:0.35328	GGB37131_SGB48528	SGB48528
1199-929	kSGB_50743:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Vibrionales|f__Vibrionaceae|g__Vibrio|s__Vibrio_cholerae|t__SGB50743:0.111251	Vibrio_cholerae	SGB50743
1111-84	kSGB_3602:Species:k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae|g__Treponema|s__Treponema_vincentii|t__SGB3602:0.031529875	Treponema_vincentii	SGB3602
1201-930	kSGB_24947:Species:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnospiraceae_unclassified|s__Lachnospiraceae_bacterium_oral_taxon_500|t__SGB24947:0.372583	Lachnospiraceae_bacterium_oral_taxon_500	SGB24947
1198-928	uSGB_48228:Genus:k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Propionibacteriales|f__Nocardioidaceae|g__Nocardioides|s__Nocardioides_SGB48228|t__SGB48228:0.405585	Nocardioides_SGB48228	SGB48228
1197-927	kSGB_30241:Species:k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_jeddahensis|t__SGB30241:0.405585	Bacillus_jeddahensis	SGB30241
1202-931	kSGB_9767:Species:k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae|g__Avibacterium|s__Avibacterium_paragallinarum|t__SGB9767:0.40558500000000003	Avibacterium_paragallinarum	SGB9767
